Probe	Chromosome	Start	End	Strand	Expression
Mt1	8	96702989	96704225	+	0.20144598
Nup93	8	96738497	96838966	+	6.2834964
Slc12a3	8	96853092	96890113	+	-5.892713
Gm15889	8	96901821	96903522	+	-1.0643531
Gm15890	8	96903137	96910872	-	-3.687235
Herpud1	8	96910338	96919277	+	-0.48248586
Ap3s1-ps2	8	96929008	96930286	+	-0.28274047
9330175E14Rik	8	96946799	96959005	-	-1.4952697
Nlrc5	8	96996663	97051172	+	-3.2977257
Cpne2	8	97056890	97094429	+	-3.692357
Fam192a	8	97098843	97125626	-	4.905751
Rspry1	8	97125855	97184175	+	3.6575685
Arl2bp	8	97190550	97198327	+	4.177472
Pllp	8	97198795	97220142	-	-2.6108818
Ccl22	8	97269490	97275599	+	-5.384421
Cx3cl1	8	97295909	97306323	+	-0.90582824
Ccl17	8	97334353	97335935	+	-2.052218
Ciapin1	8	97343718	97362258	-	4.1765704
Coq9	8	97362221	97378795	+	4.4056864
Polr2c	8	97381350	97397435	+	1.6600071
Dok4	8	97387728	97400212	-	1.6264513
Ccdc102a	8	97426769	97441998	-	-2.3394215
Gpr114	8	97447594	97467190	+	-2.2097328
Gpr56	8	97508503	97538090	+	3.823531
Gpr97	8	97541592	97569147	+	-5.451704
Ccdc135	8	97579003	97602041	+	-0.2690808
Katnb1	8	97605101	97623774	+	4.5452156
Kifc3	8	97623732	97666440	-	2.8562076
Cngb1	8	97762945	97808081	-	-5.344023
BC016201	8	97814493	97830485	-	-5.9868584
Tepp	8	97834466	97850223	+	-0.90834016
Zfp319	8	97846914	97849163	-	0.13681608
Zfp319	8	97850037	97855850	-	3.7847073
AA960436	8	97856192	97871407	+	3.336921
Mmp15	8	97876168	97898193	+	2.3482769
Gtl3	8	97944152	97958769	-	5.43059
Csnk2a2	8	97969996	98012727	-	4.24901
Ccdc113	8	98058000	98082788	+	-0.113223545
Prss54	8	98083033	98099355	-	-4.6912537
Gins3	8	98157459	98168959	+	2.8020458
Ndrg4	8	98200880	98239019	+	5.0578074
Setd6	8	98239815	98242910	+	3.4444902
Cnot1	8	98243351	98331366	-	6.808092
4930513N10Rik	8	98330730	98345628	+	2.3940263
Gm10094	8	98349254	98350033	+	5.6193914
Slc38a7	8	98359820	98377439	-	3.7363052
Got2	8	98388034	98412447	-	2.2585049
1700047G07Rik	8	99036240	99037431	+	0.19570982
Gm15679	8	101535786	101556640	+	-5.1202693
Cdh8	8	101548371	101940371	-	-7.119524
Gm15680	8	101921113	102030670	-	-3.0624926
A330008L17Rik	8	101940542	102257338	+	-6.685725
Gm3662	8	103142530	103144395	+	-5.067139
Gm17316	8	103734435	103735934	+	-4.752153
Cdh11	8	105156895	105309011	-	-2.1841712
Gm8730	8	105388679	105389777	-	-0.6919468
Cdh5	8	106625525	106668402	+	-0.84020376
Bean1	8	106694413	106742992	+	-4.1898065
Gm10631	8	106701695	106708499	-	-2.9977698
Tk2	8	106750591	106772458	-	5.395971
Cklf	8	106774803	106788836	+	1.3175175
Cmtm2a	8	106803853	106817078	-	-4.5255866
Cmtm1	8	106805247	106834222	-	-5.515423
Gm11020	8	106845467	106845687	+	-1.7405647
Cmtm2b	8	106846137	106854656	+	-3.9579623
Cmtm3	8	106864494	106871572	+	0.6847031
Gm9853	8	106875211	106876739	-	4.3973637
Cmtm4	8	106878416	106919596	-	4.605702
Dync1li2	8	106941574	106966947	-	2.0812051
Ccdc79	8	106970619	107033810	-	2.737778
Nae1	8	107034928	107058537	-	3.1365614
Car7	8	107058600	107074243	+	1.4811571
Pdp2	8	107115368	107120736	+	-0.14392027
Cdh16	8	107125813	107148296	-	-1.3527485
Rrad	8	107151966	107155221	-	-2.6705391
Fam96b	8	107163739	107165865	-	4.9303246
1700082M22Rik	8	107165707	107182487	+	-3.593079
Ces2a	8	107257903	107265530	+	-5.4029174
Ces2b	8	107355472	107363993	+	-5.9361153
Ces2c	8	107370968	107378383	+	-5.1453857
Ces2d-ps	8	107391388	107397967	+	-5.077923
Ces2e	8	107450160	107458572	+	-5.599615
Ces2f	8	107471256	107479862	+	-5.0335045
Ces2g	8	107485618	107493437	+	-1.9457352
Ces2h	8	107538350	107544310	+	-4.6977606
Ces3a	8	107572499	107582314	+	-5.2021103
Ces3b	8	107607653	107617829	+	-5.526149
Ces4a	8	107655700	107674009	+	-5.2979236
Cbfb	8	107694574	107741886	+	2.487692
D230025D16Rik	8	107749045	107776953	+	3.3358872
B3gnt9-ps	8	107776538	107779053	-	1.6871041
Tradd	8	107782186	107788509	-	-0.5259079
Fbxl8	8	107788548	107793226	+	-2.280281
Hsf4	8	107793701	107799745	+	-4.825013
Nol3	8	107800347	107805839	+	-0.62884444
4931428F04Rik	8	107804310	107813428	-	0.22227046
Exoc3l	8	107813824	107819998	-	-0.811821
E2f4	8	107821563	107829269	+	5.5547447
Elmo3	8	107829501	107835300	+	0.15571722
Lrrc29	8	107836257	107850178	-	0.41030383
Tmem208	8	107850262	107859119	+	3.7412639
Fhod1	8	107853063	107871853	-	1.2940081
Slc9a5	8	107872158	107893781	+	-1.2705065
Plekhg4	8	107897174	107906762	+	3.4712737
Kctd19	8	107906707	107937402	-	-2.815695
Lrrc36	8	107937471	107987986	+	-5.3651185
Tppp3	8	107991393	107995322	-	0.34432423
Zdhhc1	8	107996325	108008330	-	3.6867924
Hsd11b2	8	108042646	108047884	+	-2.5768797
Atp6v0d1	8	108048365	108089947	-	6.925436
Agrp	8	108090600	108092198	-	-0.60618234
Gm17380	8	108097554	108098197	+	0.12616879
Gm8841	8	108109177	108110127	-	-4.0947075
Fam65a	8	108129129	108146094	+	2.7693927
Ctcf	8	108160468	108206822	+	4.209668
Rltpr	8	108210174	108222078	+	2.1169164
Acd	8	108222058	108224995	-	5.6965866
Pard6a	8	108225054	108227393	+	3.6899855
E130303B06Rik	8	108227555	108231833	-	5.2905593
4933405L10Rik	8	108232203	108234068	+	-0.18382901
Gfod2	8	108237754	108282564	-	2.155712
Ranbp10	8	108292208	108351250	-	4.2675157
Tsnaxip1	8	108351631	108368579	+	0.11576156
Cenpt	8	108368578	108375908	-	4.2953677
Thap11	8	108379003	108380850	+	4.902979
Nutf2	8	108384534	108404302	+	3.895246
Edc4	8	108404781	108418808	+	5.3547015
Nrn1l	8	108417467	108418923	+	-1.7335669
Pskh1	8	108424341	108455678	+	5.5157747
Ctrl	8	108455894	108457762	-	-1.258856
Gm16156	8	108458233	108469743	+	-1.5271609
Psmb10	8	108459628	108462292	-	0.28384066
Lcat	8	108463451	108467282	-	-2.8546093
Slc12a4	8	108467490	108489974	-	-0.48794
Dpep3	8	108497420	108503319	-	4.317642
Dpep2	8	108508844	108520323	-	-4.612917
Dus2l	8	108515237	108577740	+	2.7131295
Ddx28	8	108533516	108535386	-	4.125397
Nfatc3	8	108582740	108654437	+	4.037115
Esrp2	8	108654219	108660874	-	0.076571144
1810019D21Rik	8	108659300	108662425	+	-0.47846067
Pla2g15	8	108674299	108688613	+	3.4505847
Slc7a6	8	108692775	108722604	+	2.593432
Slc7a6os	8	108724338	108734833	-	3.5658283
Prmt7	8	108734836	108776694	+	5.146125
Gm17245	8	108761803	108949628	-	0.20055458
Smpd3	8	108779159	108789819	-	0.8660638
Gm10629	8	108807207	108823917	+	-4.025251
Zfp90	8	108939239	108949628	+	1.6104552
6030452D12Rik	8	109024422	109031242	+	-3.5872684
Cdh3	8	109034791	109080808	+	3.7955818
Gm10073	8	109096906	109097250	-	0.105107166
Cdh1	8	109127251	109194146	+	3.5743546
Tmco7	8	109206968	109375339	+	2.8750286
Has3	8	109394142	109406802	+	1.2729156
Chtf8	8	109407790	109417493	-	5.752833
Cirh1a	8	109417540	109446993	+	6.6644025
Sntb2	8	109459650	109538092	+	2.5436914
Gm16208	8	109553575	109555088	-	-3.0809891
Vps4a	8	109555122	109569655	+	5.860916
Pdf	8	109568598	109572514	-	3.7644684
Cog8	8	109570189	109580589	-	5.194737
Nip7	8	109580777	109584826	+	2.085459
Tmed6	8	109585384	109589544	-	-3.9546227
Terf2	8	109593300	109620447	-	4.006915
C630050I24Rik	8	109643010	109643792	+	-3.8142743
Cyb5b	8	109674561	109711370	+	4.7169614
Nfat5	8	109817370	109903417	+	3.0864012
Nqo1	8	109912125	109927106	-	-3.065282
Nob1	8	109936386	109948951	-	3.4709527
Wwp2	8	109960298	110082494	+	5.320494
Rps26-ps1	8	109963051	109963463	-	-1.7394007
Psmd7	8	110104281	110112382	-	5.540064
Zfhx3	8	111238544	111485521	+	3.1344316
D030068K23Rik	8	111599122	111797711	+	-2.807626
4922502B01Rik	8	111772617	111774008	-	-4.644349
4922502B01Rik	8	111774381	111775628	-	-2.334805
Pmfbp1	8	112017927	112066542	+	-3.1949103
Dhx38	8	112071917	112089501	-	3.7656412
Txnl4b	8	112089792	112097951	+	3.5052187
Hp	8	112099030	112103072	-	-1.4406464
Dhodh	8	112115243	112132573	-	1.8113594
Pkd1l3	8	112138417	112198286	+	1.3413185
2400003C14Rik	8	112195222	112217194	-	5.358352
Zfp821	8	112229449	112248832	+	4.1250644
Atxn1l	8	112250351	112261639	-	3.304151
Ap1g1	8	112302454	112385258	+	5.72462
Gm17344	8	112383884	112392355	-	5.1029515
Phlpp2	8	112392442	112468571	+	4.0927653
Gm16349	8	112449288	112457563	+	-2.6714544
Marveld3	8	112471814	112486103	-	-1.2712094
Tat	8	112514337	112523703	+	-5.433227
Chst4	8	112552975	112563234	-	-2.015187
Zfp612	8	112603664	112614081	+	4.355165
Gm17720	8	112606703	112626653	-	1.0437065
Calb2	8	112661402	112692110	-	-4.8159313
Ftsjd1	8	112741860	112748389	+	2.1404164
Gm17466	8	112789148	112791362	-	-4.5255866
Hydin	8	112790877	113134153	+	-2.202649
Vac14	8	113142503	113244296	+	5.692556
Mtss1l	8	113245376	113265300	+	2.8046482
Il34	8	113265729	113329824	-	-0.28486466
Gm15894	8	113278892	113282870	+	-4.062725
Gm15895	8	113329538	113331377	+	-3.5631304
Sf3b3	8	113334139	113370703	-	6.543146
Cog4	8	113370500	113406127	+	5.6386905
Gm17642	8	113387129	113464214	-	1.6932094
Fuk	8	113406363	113426359	-	2.3594358
St3gal2	8	113443822	113496380	+	3.1569145
Ddx19a	8	113498896	113521700	-	3.884203
Ddx19b	8	113527088	113555651	-	2.8259609
Aars	8	113557044	113581564	+	3.3924294
Clec18a	8	113593398	113605988	-	-5.0130215
Pdpr	8	113618530	113660974	+	4.963736
9430091E24Rik	8	113652786	113669380	-	3.1432424
Glg1	8	113678321	113783116	-	5.835866
Rfwd3	8	113794844	113824122	-	1.9574002
Mlkl	8	113835697	113862077	-	-4.2187014
Fa2h	8	113869035	113917724	-	1.4072357
Wdr59	8	113972684	114046007	-	3.5860522
Znrf1	8	114059997	114149930	+	3.4752493
Ldhd	8	114147685	114154274	-	0.61561304
Zfp1	8	114167343	114194908	+	3.8928504
Ctrb1	8	114210410	114214910	-	-2.8421931
Bcar1	8	114234367	114267748	-	4.398961
Cfdp1	8	114292373	114378210	-	5.5986743
Tmem170	8	114388798	114400575	-	3.0208807
Chst5	8	114413035	114434099	-	-0.44395864
Tmem231	8	114435918	114457691	-	5.072709
Gabarapl2	8	114464603	114477512	+	1.548942
Adat1	8	114490808	114516202	-	3.11208
Kars	8	114517340	114535223	-	6.1965313
Terf2ip	8	114535259	114544428	+	2.9316328
Gm6793	8	114537333	114538936	-	-3.111899
Cntnap4	8	115093943	115406617	+	-4.0812187
Mon1b	8	116159850	116166305	+	3.2962713
Syce1l	8	116167113	116179433	+	0.13521406
Adamts18	8	116221026	116372641	-	0.78453994
Nudt7	8	116657457	116676212	+	-0.19734254
Vat1l	8	116729512	116897971	+	-1.8796539
4933408N05Rik	8	116865060	116875379	-	-4.6787596
Clec3a	8	116941986	116949746	+	-3.4084203
Wwox	8	116963555	117876608	+	1.1016641
Gm16116	8	117115203	117118800	-	-0.7975956
Gm16117	8	117163446	117166014	-	-2.541256
Gm16118	8	117222339	117231906	-	-3.6107967
Maf	8	118206842	118231694	-	-2.151116
Gm15655	8	118228978	118231133	+	-1.8307625
Dynlrb2	8	119028915	119039796	+	2.9505973
Cdyl2	8	119098301	119256891	-	-0.23982616
2310061C15Rik	8	119412585	119445355	-	3.5201776
Cenpn	8	119445640	119465403	+	5.6505346
Atmin	8	119467293	119484345	+	5.5741844
1700030J22Rik	8	119493499	119502843	-	3.6946352
Gcsh	8	119505710	119517437	-	2.0672688
Pkd1l2	8	119519579	119606349	-	-2.6761546
Gm15395	8	119560397	119567539	+	-3.656733
Bcmo1	8	119619754	119657397	+	-4.205486
Gan	8	119682035	119729734	+	1.107837
4933407C03Rik	8	119780919	119985403	+	-0.5852117
Plcg2	8	120022191	120159040	+	3.9452143
Sdr42e1	8	120185299	120197589	-	1.9752675
Hsd17b2	8	120225846	120282929	+	-1.0494027
Mphosph6	8	120315545	120325829	-	3.0382211
Cdh13	8	120807633	121848821	+	-5.494547
Hsbp1	8	121868438	121872827	+	6.1212115
Mlycd	8	121918778	121935002	+	4.743439
Osgin1	8	121958024	121970156	+	0.9752044
Necab2	8	121970619	121996540	+	-0.22484468
Slc38a8	8	122003502	122025598	-	-3.5002015
Mbtps1	8	122032056	122082661	-	4.6535974
Hsdl1	8	122085879	122099100	-	4.7114096
Lrrc50	8	122099135	122122354	+	3.6858227
Taf1c	8	122121875	122129122	-	4.246211
Adad2	8	122136647	122140826	+	7.276411
Kcng4	8	122147754	122159580	-	0.20628466
Wfdc1	8	122190423	122212122	+	-0.29376665
Atp2c2	8	122223909	122281618	+	-0.059735067
4632415K11Rik	8	122284487	122302316	-	4.9761524
Cotl1	8	122333125	122364479	-	2.9399238
Klhl36	8	122386205	122400888	+	-0.06907772
Usp10	8	122434260	122481460	+	3.020785
Gm20388	8	122434741	126869622	+	5.0193696
Crispld2	8	122516338	122576693	+	-1.4639369
Gm15684	8	122560094	122569187	-	-5.026365
Zdhhc7	8	122604995	122625382	-	3.963833
Gm15898	8	122618960	122621636	+	-1.3417244
6430548M08Rik	8	122638052	122689206	+	2.982893
Fam92b	8	122690297	122701369	-	-2.1766233
Gse1	8	123012766	123105290	+	1.3016119
Gins2	8	123102533	123113204	-	2.7414076
Gm10614	8	123113431	123117701	+	-1.6584394
1190005I06Rik	8	123132502	123158392	-	0.27668372
Cox4nb	8	123177814	123192012	-	3.6851628
Cox4i1	8	123192190	123198109	+	8.727275
Irf8	8	123260258	123280594	+	-1.7463701
1110050K14Rik	8	123578782	123606932	-	-5.584678
Foxf1a	8	123608286	123610851	+	-4.3044314
Mthfsd	8	123618912	123632292	-	2.2290742
Foxc2	8	123640071	123642792	+	-5.611857
1700018B08Rik	8	124054684	124065854	-	0.121709146
1110003O08Rik	8	124073350	124074865	-	1.3387395
Fbxo31	8	124075879	124102706	-	4.8290267
Map1lc3b	8	124114368	124121947	+	3.5489802
Zcchc14	8	124122603	124176801	-	3.0666962
Jph3	8	124253523	124318176	+	-4.5862975
Klhdc4	8	124320213	124353469	-	2.293844
RP24-286J21.3	8	124330315	124331269	+	1.1329739
Slc7a5	8	124405052	124431594	-	4.4427514
BC048644	8	124431733	124442328	+	-5.343513
Car5a	8	124440026	124468804	-	-3.436343
Banp	8	124473650	124553158	+	2.7750053
Gm22	8	124793469	124796546	+	-0.9367406
Zfpm1	8	124806039	124861146	+	2.72066
Trhr2	8	124880867	124884646	-	-4.43742
Zc3h18	8	124900516	124941259	+	3.7719204
Il17c	8	124945920	124947539	+	-1.2173225
Cyba	8	124948672	124956840	-	1.084983
Mvd	8	124957496	124967322	-	3.521565
Snai3	8	124978106	124984592	-	3.5550985
Rnf166	8	124990047	124999964	-	3.573103
Ctu2	8	125000043	125008038	+	4.222729
Fam38a	8	125005598	125075229	-	0.59739596
Cdt1	8	125091915	125097028	+	4.004288
Aprt	8	125098537	125100807	-	3.311315
Galns	8	125102138	125135304	-	2.8614035
Trappc2l	8	125135526	125139488	+	6.024717
Pabpn1l	8	125143371	125146639	-	-4.3663125
Cbfa2t3	8	125152639	125223009	-	-1.811256
Gm10612	8	125221760	125224060	+	-4.91651
Acsf3	8	125299405	125341780	+	4.0841713
Gm16378	8	125365478	125366173	+	-1.9073837
Cdh15	8	125371866	125391297	+	-3.3941426
Ankrd11	8	125407221	125565897	-	4.820644
Spg7	8	125586842	125621660	+	3.4479818
Rpl13	8	125626250	125629144	+	5.5631022
Cpne7	8	125641274	125659082	+	-4.090514
Sult5a1	8	125666747	125682215	-	-2.8340378
Dpep1	8	125710135	125725710	+	-2.1793296
Chmp1a	8	125728164	125736663	-	4.6130967
4732415M23Rik	8	125736758	125745945	+	4.9998784
Cdk10	8	125748741	125756150	+	3.4483898
Spata2L	8	125754423	125760109	-	-0.3536907
4933417D19Rik	8	125758991	125766259	+	1.0796454
1300018I17Rik	8	125766256	125778248	-	3.5735965
Zfp276	8	125778095	125793645	+	3.4731832
Fanca	8	125792200	125842476	-	2.3355901
Spire2	8	125856613	125893415	+	0.40833932
Tcf25	8	125897724	125928073	+	6.350057
Mc1r	8	125930982	125934642	+	-6.039428
Tubb3	8	125935324	125945915	+	-0.524364
Def8	8	125966886	125987170	+	1.0552368
Afg3l1	8	126001803	126027816	+	3.8588824
Dbndd1	8	126028618	126039355	-	2.8579257
Gas8	8	126042839	126060422	+	4.8999
Rhou	8	126177829	126187784	+	1.0677646
4732419C18Rik	8	126268531	126278128	-	-5.618309
Rab4a	8	126329885	126359187	+	3.269731
2810455O05Rik	8	126362453	126364685	-	0.58448833
1700054N08Rik	8	126364731	126384109	-	2.5771863
Acta1	8	126415669	126418651	-	-4.699258
Nup133	8	126421023	126473165	-	6.0338454
Abcb10	8	126476359	126507022	-	3.193614
Taf5l	8	126520218	126545209	-	5.5120616
Urb2	8	126545408	126572405	+	4.8807
Galnt2	8	126755291	126869624	+	4.897755
1810008B01Rik	8	126829032	126830407	-	2.0627239
Gm15775	8	126848678	126855695	-	-1.120865
Pgbd5	8	126892949	126963558	-	2.5375063
Cog2	8	127044667	127075908	+	4.0138083
Agt	8	127080434	127093606	-	-5.0863395
Capn9	8	127100011	127142631	+	-3.70165
2310022B05Rik	8	127159666	127187269	-	-0.7821445
Ttc13	8	127195235	127245883	-	3.203687
Arv1	8	127246039	127258023	+	3.4991927
Fam89a	8	127264157	127275709	-	-0.9508181
Trim67	8	127316919	127358613	+	-7.307478
Gm16163	8	127355598	127387603	+	3.9206352
2810004N23Rik	8	127363255	127386929	-	5.53068
Gnpat	8	127386933	127413957	+	6.132139
Exoc8	8	127414200	127421605	-	2.7272954
Gm505	8	127421786	127427713	+	4.5364685
Egln1	8	127432496	127473154	-	4.9890714
Tsnax	8	127536897	127558092	+	3.95842
Disc1	8	127578095	127785758	+	-2.3577418
Gm16237	8	127748300	127751223	-	-4.5666347
Sipa1l2	8	127941963	128016610	-	3.644449
4933403G14Rik	8	128193718	128197265	+	4.4954286
Ntpcr	8	128253863	128272135	+	4.367253
Pcnxl2	8	128275409	128422193	-	-4.1663036
BC021891	8	128434350	128471339	+	-3.2021945
Kcnk1	8	128519002	128554583	+	0.97237647
Slc35f3	8	128822458	128919382	+	-1.5220155
1810063B05Rik	8	128946401	128949334	+	3.506233
Gm17296	8	128950552	128998965	-	1.9264464
Gm16983	8	129090870	129114888	+	2.3055873
Irf2bp2	8	129112196	129117336	-	3.5601895
Tomm20	8	129458043	129469723	-	3.6550481
Rbm34	8	129471075	129494979	-	2.8616612
Pard3	8	129587793	130136186	+	3.8843646
Gm17350	8	130870807	130870971	-	1.2136316
Nrp1	8	130882973	131029362	+	-1.9926502
Itgb1	8	131209554	131257100	+	4.495049
Ccdc7	8	131503919	131589417	-	-5.17797
1700008F21Rik	8	131591034	131707632	+	-4.1428204
Gm10999	8	131652997	131655561	-	-1.8948928
Gm16869	9	3000282	3038313	-	-5.5958686
Gm10722	9	3000922	3002330	+	-3.5479195
Gm11168	9	3004457	3005194	+	-3.5937233
Gm10721	9	3013170	3014344	+	-3.5345614
Gm10720	9	3015654	3017210	+	-3.6065474
Gm10719	9	3017408	3019022	+	-3.6001496
Gm11167	9	3020155	3021593	+	-3.612917
Gm10718	9	3023547	3025218	+	-3.4481466
Gm10717	9	3025417	3026387	+	-3.6192582
Gm10716	9	3030337	3031071	+	-3.5872684
Gm10106	9	3032085	3032822	+	-3.5872684
Gm17535	9	3034599	3035805	+	-3.5937233
Gm10715	9	3037111	3038316	+	-3.6001496
4930433N12Rik	9	3133847	3199782	-	-2.6980598
Alkbh8	9	3335478	3387050	+	0.6369255
Cwf19l2	9	3404085	3479236	+	1.3681871
Gucy1a2	9	3532354	3897342	+	-3.2463462
Aasdhppt	9	4294793	4309494	-	2.3217432
Kbtbd3	9	4309743	4331721	+	-0.52264017
8430410K20Rik	9	4376612	4386861	+	2.918128
Gria4	9	4417899	4796234	-	-5.07869
Casp1	9	5298517	5307265	+	-4.7492642
Casp4	9	5308828	5336783	+	-6.0586095
Casp12	9	5345476	5373032	+	-5.938907
Pdgfd	9	6168612	6378843	+	-1.6562706
Ddi1	9	6265028	6266547	-	-4.771261
Dync2h1	9	6928503	7184446	-	3.8048396
Dcun1d5	9	7184566	7207031	+	5.112894
Mmp13	9	7272514	7283333	+	-5.586729
Mmp12	9	7344381	7369499	+	-7.022582
Mmp1b	9	7368239	7388047	-	-4.7022476
Mmp3	9	7445822	7455972	+	-5.013583
Mmp1a	9	7464141	7476869	+	-5.1829734
Mmp10	9	7502352	7510238	+	-4.7975955
Mmp8	9	7558429	7568486	+	-5.3097343
Mmp27	9	7571396	7581885	+	-5.311237
Mmp20	9	7628231	7674968	+	-5.8791256
AV064505	9	7669429	7695631	-	-3.229312
Mmp7	9	7692086	7699585	+	-4.267495
Gm10709	9	7751725	7752207	+	-3.1172853
Tmem123	9	7764041	7794333	+	3.624487
Birc2	9	7818236	7835255	-	3.7501612
C330006D17Rik	9	7836687	7837064	-	2.517638
Birc3	9	7848699	7873186	-	-2.091782
Yap1	9	7931999	8004596	-	2.6306937
RP23-349N15.1	9	7965838	7977004	+	2.2796614
9230110C19Rik	9	8021672	8042823	-	4.8895116
AK129341	9	8076633	8134294	-	1.7254331
1700128F08Rik	9	8221889	8241987	+	-4.3177495
Trpc6	9	8544432	8680565	+	-5.649006
Pgr	9	8900419	8965425	+	-6.2709894
Gm16485	9	8971791	8975773	+	-6.161045
Arhgap42	9	8994953	9239026	-	2.0024443
Gm17571	9	9247040	9247605	-	-0.43022472
Gm16833	9	9260683	9260883	+	-1.8524576
Cntn5	9	9660891	10904775	-	-4.195335
Phxr4	9	13234581	13235956	+	-4.627671
Maml2	9	13424434	13513832	+	-1.2765373
Mtmr2	9	13552854	13610925	+	2.8837457
Cep57	9	13612236	13631551	-	1.2963495
Fam76b	9	13632160	13650985	+	1.7608563
Sesn3	9	14080745	14130582	+	4.7226334
Endod1	9	14158434	14185951	-	-0.068278514
Kdm4d	9	14266992	14304926	-	1.8433329
Cwc15	9	14305061	14315021	+	5.6986876
Amotl1	9	14346410	14447973	-	-1.0786173
Piwil4	9	14500674	14545177	-	0.8226531
Gm10706	9	14509086	14523502	+	-2.9860406
Fut4	9	14552903	14556566	-	-0.71868145
1700012B09Rik	9	14562644	14575474	-	-0.28674555
Ankrd49	9	14584653	14587408	-	4.0606833
Mre11a	9	14589098	14641567	+	3.2643871
Gm16302	9	14650057	14652279	+	-2.9428728
Gpr83	9	14664654	14675233	+	-3.042341
Folr4	9	14690258	14708395	-	1.3544075
Panx1	9	14809605	14849922	-	3.700502
Hephl1	9	14856285	14916552	-	-4.8255615
2200002K05Rik	9	15043489	15063837	+	-2.1845622
Med17	9	15064796	15084311	-	5.811242
4931406C07Rik	9	15087783	15106000	-	4.158924
Taf1d	9	15110658	15121441	+	1.66392
5830418K08Rik	9	15121359	15162232	-	3.75144
Gm16568	9	15135017	15139789	+	4.3366427
BC017612	9	15309931	15349704	+	3.4014802
Ccdc67	9	15364308	15432377	-	1.0649008
Slc36a4	9	15514182	15546828	+	3.881815
Mtnr1b	9	15667058	15679000	-	-4.482177
Fat3	9	15714649	16182681	-	-3.045496
Gm5611	9	16834489	16835343	+	-3.9411867
Chordc1	9	18096711	18118444	+	4.1478148
Naalad2	9	18126395	18207439	-	-4.2628107
Ubtfl1	9	18208862	18215946	+	-5.6302896
Mbd3l2	9	18247900	18250760	+	-2.2637217
Zfp558	9	18260019	18282712	-	0.931287
Mbd3l1	9	18282823	18289736	+	-3.922505
Muc16	9	18299899	18317329	-	-4.2168207
Olfr24	9	18559100	18560153	-	-4.2430654
Olfr828	9	18619798	18620736	-	-4.076387
Olfr829	9	18661071	18662036	+	-4.1172853
Olfr830	9	18679773	18680720	+	-4.0901494
Olfr832	9	18749094	18750032	+	-4.076387
Olfr834	9	18792434	18793372	+	-4.076387
Olfr835	9	18839569	18840504	+	-4.0717707
Olfr836	9	18925401	18926355	+	-4.100763
Olfr843	9	19052801	19053907	-	-4.313845
Olfr844	9	19122980	19123909	+	-4.062493
Olfr845	9	19142903	19143844	+	-4.080989
Olfr846	9	19164859	19165800	-	-4.080989
Olfr847	9	19179385	19180323	-	-4.076387
Olfr849	9	19245359	19246297	+	-4.076387
Olfr850	9	19281745	19282692	-	-4.0901494
Olfr851	9	19301188	19302332	+	-4.1336207
Olfr853	9	19341455	19342372	-	-4.043756
Olfr854	9	19370879	19371826	-	-4.0901494
Olfr855	9	19388955	19389946	+	-4.155602
Zfp317	9	19445668	19452492	+	4.2341657
Olfr857	9	19517273	19518202	+	-4.062493
Olfr58	9	19584727	19588508	+	-4.4120774
Olfr859	9	19612764	19613693	+	-4.062493
Olfr860	9	19650067	19654191	-	-4.452888
Olfr862	9	19687753	19688787	-	-4.2168207
Olfr77	9	19721673	19726954	+	-5.58457
Olfr866	9	19831403	19832479	-	-4.2742085
Olfr867	9	19858910	19859905	-	-4.161408
Olfr868	9	19903070	19906134	+	-4.346064
Olfr869	9	19933564	19942533	+	-4.164302
Olfr870	9	19975078	19976013	-	-4.0717707
Olfr871	9	20016651	20017797	+	-4.3650556
Olfr872	9	20041606	20065357	+	-4.335832
Olfr39	9	20086795	20091092	+	-4.150065
Olfr873	9	20104573	20105634	+	-4.101971
Olfr18	9	20118336	20140538	-	-4.3763313
Zfp560	9	20149580	20189621	-	0.9351641
Gm17523	9	20237204	20367726	+	0.7593618
Zfp26	9	20237416	20264606	-	1.5626175
Zfp426	9	20272993	20297190	-	3.079273
Zfp266	9	20299512	20325861	-	2.016354
Zfp846	9	20385769	20399638	+	2.5149882
5730577I03Rik	9	20411919	20421715	+	-4.04411
Gm17272	9	20412210	20416929	-	-2.8405654
Fbxl12	9	20422562	20449211	-	2.0294645
Ubl5	9	20447322	20451584	+	3.670489
Pin1	9	20456574	20471028	+	3.4715211
Olfm2	9	20472144	20532673	-	0.20358907
Col5a3	9	20574494	20619511	-	-6.934633
Rdh8	9	20622948	20630607	+	-4.7032433
